,category,beverage,food,Grape,ind,sodium,calories,fat,cholesterol,carbs,protein,BODY,Tannin,Acid,ABV,Dryness,FRUIT
642,Sparkling Wine,"Champagne, Blanc de blancs ",Lobster,Chardonnay,12,2036,742,60.9,169,3,44.3,3,0,3,4,2,5
643,White Wine,Chablis,Mussels,Chardonnay,13,755,318,12.9,164,3,34.9,3,0,3,4,2,5
644,White Wine,Chardonnay,Mussels,Chardonnay,13,755,318,12.9,164,3,34.9,3,0,3,4,2,5
645,White Wine,"Burgundy, White",Mussels,Chardonnay,13,755,318,12.9,164,3,34.9,3,0,3,4,2,5
646,White Wine,Chablis,Oysters,Chardonnay,15,652,248,17.4,66,3,16.4,3,0,3,4,2,5
647,Sparkling Wine,"Champagne, Blanc de blancs ",Oysters,Chardonnay,15,652,248,17.4,66,3,16.4,3,0,3,4,2,5
648,White Wine,"Chardonnay, Unoaked",Oysters,Chardonnay,15,652,248,17.4,66,3,16.4,3,0,3,4,2,5
649,White Wine,"Burgundy, White",Oysters,Chardonnay,15,652,248,17.4,66,3,16.4,3,0,3,4,2,5
650,White Wine,Chardonnay,Salmon,Chardonnay,16,981,678,45.8,179,7,61.3,3,0,3,4,2,5
651,White Wine,"Burgundy, White",Salmon,Chardonnay,16,981,678,45.8,179,7,61.3,3,0,3,4,2,5
652,White Wine,"Chardonnay, Unoaked",Salmon,Chardonnay,16,981,678,45.8,179,7,61.3,3,0,3,4,2,5
653,White Wine,Chablis,Salmon,Chardonnay,16,981,678,45.8,179,7,61.3,3,0,3,4,2,5
654,White Wine,Chablis,Shellfish,Chardonnay,17,855,296,17.9,144,1,20.9,3,0,3,4,2,5
655,White Wine,Chardonnay,Shellfish,Chardonnay,17,855,296,17.9,144,1,20.9,3,0,3,4,2,5
656,White Wine,"Burgundy, White",Shellfish,Chardonnay,17,855,296,17.9,144,1,20.9,3,0,3,4,2,5
657,White Wine,"Burgundy, White",Grilled Sole ,Chardonnay,18,800,447,37.5,230,7,25.3,3,0,3,4,2,5
658,White Wine,"Burgundy, White",Sole Fried,Chardonnay,19,840,471,24.9,187,8,42.1,3,0,3,4,2,5
659,White Wine,Chablis,Thai Cuisine,Chardonnay,21,388,238,16.3,0,9,3.4,3,0,3,4,2,5
660,White Wine,Chardonnay,Thai Cuisine,Chardonnay,21,388,238,16.3,0,9,3.4,3,0,3,4,2,5
661,White Wine,"Burgundy, White",Truffles,Chardonnay,22,,,,,,,3,0,3,4,2,5
662,White Wine,Chardonnay,Truffles,Chardonnay,22,,,,,,,3,0,3,4,2,5
663,White Wine,Chablis,Oysters Raw,Chardonnay,24,5,61,0.3,0,4,0.9,3,0,3,4,2,5
664,White Wine,"Chardonnay, Unoaked",Oysters Raw,Chardonnay,24,5,61,0.3,0,4,0.9,3,0,3,4,2,5
665,White Wine,"Burgundy, White",Oysters Raw,Chardonnay,24,5,61,0.3,0,4,0.9,3,0,3,4,2,5
666,Sparkling Wine,"Champagne, Blanc de blancs ",Aperitif,Chardonnay,33,264,286,19.5,28,1,8.6,3,0,3,4,2,5
667,White Wine,Chardonnay,Apple,Chardonnay,34,241,512,26.7,31,8,3.6,3,0,3,4,2,5
668,Sparkling Wine,"Champagne, Blanc de blancs ",Artichoke,Chardonnay,37,315,134,11.7,28,4,4.4,3,0,3,4,2,5
669,White Wine,Chablis,Artichoke,Chardonnay,37,315,134,11.7,28,4,4.4,3,0,3,4,2,5
670,White Wine,Chardonnay,Asian Cuisine,Chardonnay,41,388,238,16.3,0,9,3.4,3,0,3,4,2,5
671,White Wine,Petit Chablis,Asparagus,Chardonnay,42,471,123,10.8,2,2,3.3,3,0,3,4,2,5
672,White Wine,Chablis,Avocado,Chardonnay,43,654,426,31.6,21,1,8,3,0,3,4,2,5
673,White Wine,Chardonnay,Avocado,Chardonnay,43,654,426,31.6,21,1,8,3,0,3,4,2,5
674,White Wine,Chablis,Bacon,Chardonnay,44,458,163,10.5,26,7,6.5,3,0,3,4,2,5
675,White Wine,"Chardonnay, Unoaked",Basil,Chardonnay,47,87,67,6.6,1,8,1.5,3,0,3,4,2,5
676,White Wine,Chardonnay,Butter,Chardonnay,59,119,122,6.5,11,4,2.4,3,0,3,4,2,5
677,White Wine,"Burgundy, White",Butter,Chardonnay,59,119,122,6.5,11,4,2.4,3,0,3,4,2,5
678,White Wine,Chardonnay,Butter Sauce,Chardonnay,60,1031,520,37.5,274,1,43.6,3,0,3,4,2,5
679,White Wine,"Burgundy, White",Butter Sauce,Chardonnay,60,1031,520,37.5,274,1,43.6,3,0,3,4,2,5
680,White Wine,Chablis,Ceviche,Chardonnay,64,241,62,2,6,3,2.9,3,0,3,4,2,5
681,Sparkling Wine,"Champagne, Blanc de blancs ",Brie Cheese,Chardonnay,67,264,286,19.5,28,1,8.6,3,0,3,4,2,5
682,White Wine,Chardonnay,Brie Cheese,Chardonnay,67,264,286,19.5,28,1,8.6,3,0,3,4,2,5
683,White Wine,Chardonnay,Camembert Cheese,Chardonnay,69,60,387,30.5,216,7,6.6,3,0,3,4,2,5
684,White Wine,Chardonnay,Cheddar Cheese,Chardonnay,71,654,426,31.6,21,1,8,3,0,3,4,2,5
685,White Wine,"Chardonnay, Unoaked",Feta Cheese,Chardonnay,74,800,318,21.9,123,6,25.5,3,0,3,4,2,5
686,White Wine,"Burgundy, White",Gouda Cheese,Chardonnay,78,801,647,51.3,161,32,15.7,3,0,3,4,2,5
687,White Wine,Chardonnay,Gouda Cheese,Chardonnay,78,801,647,51.3,161,32,15.7,3,0,3,4,2,5
688,Sparkling Wine,"Champagne, Blanc de blancs ",Gruyere Cheese,Chardonnay,79,654,426,31.6,21,1,8,3,0,3,4,2,5
689,White Wine,"Burgundy, White",Gruyere Cheese,Chardonnay,79,654,426,31.6,21,1,8,3,0,3,4,2,5
690,White Wine,Chardonnay,Gruyere Cheese,Chardonnay,79,654,426,31.6,21,1,8,3,0,3,4,2,5
691,White Wine,Chardonnay,Havarti Cheese,Chardonnay,80,654,426,31.6,21,1,8,3,0,3,4,2,5
692,White Wine,Chardonnay,Monterey Jack Cheese,Chardonnay,82,717,169,11.8,146,3,10.2,3,0,3,4,2,5
693,White Wine,Chablis,Mozzarella Cheese,Chardonnay,83,805,400,22.5,83,5,19.4,3,0,3,4,2,5
694,White Wine,"Burgundy, White",Morbier Cheese,Chardonnay,84,60,387,30.5,216,7,6.6,3,0,3,4,2,5
695,White Wine,Chardonnay,Parmesan Cheese,Chardonnay,85,202,165,13.4,17,9,2.3,3,0,3,4,2,5
696,Sparkling Wine,"Champagne, Blanc de blancs ",Triple Créme Cheese,Chardonnay,91,60,387,30.5,216,7,6.6,3,0,3,4,2,5
697,White Wine,Chardonnay,Cheesecake,Chardonnay,93,226,412,28.3,96,4,6.8,3,0,3,4,2,5
698,White Wine,Chardonnay,Chicken,Chardonnay,96,980,328,23.4,106,2,17.9,3,0,3,4,2,5
699,White Wine,Chardonnay,Baked Chicken with Cream Sauce,Chardonnay,97,60,387,30.5,216,7,6.6,3,0,3,4,2,5
700,White Wine,Chardonnay,Barbecued Chicken with Barbacue Sauce,Chardonnay,98,980,328,23.4,106,2,17.9,3,0,3,4,2,5
701,White Wine,Chardonnay,Roasted Chicken,Chardonnay,1,662,423,32.1,97,2,30.9,3,0,3,4,2,5
702,White Wine,"Burgundy, White",Roasted Chicken,Chardonnay,1,662,423,32.1,97,2,30.9,3,0,3,4,2,5
703,White Wine,Chardonnay,Cod,Chardonnay,10,755,318,12.9,164,3,34.9,3,0,3,4,2,5
704,White Wine,Chardonnay,Cornbread,Chardonnay,12,318,284,12.2,59,1,4.8,3,0,3,4,2,5
705,White Wine,Chardonnay,Couscous,Chardonnay,13,415,253,5.8,0,1,10.3,3,0,3,4,2,5
706,White Wine,Chardonnay,Crab Cakes,Chardonnay,14,855,296,17.9,144,1,20.9,3,0,3,4,2,5
707,White Wine,"Burgundy, White",Crab Cakes,Chardonnay,14,855,296,17.9,144,1,20.9,3,0,3,4,2,5
708,White Wine,"Burgundy, White",Crab Dungeness,Chardonnay,15,1576,722,29.4,333,8,67.6,3,0,3,4,2,5
709,White Wine,Chardonnay,Crab Dungeness,Chardonnay,15,1576,722,29.4,333,8,67.6,3,0,3,4,2,5
710,White Wine,Chardonnay,Crab Soft-Shell,Chardonnay,16,1576,722,29.4,333,8,67.6,3,0,3,4,2,5
711,White Wine,Chardonnay,Crayfish/Crawfish,Chardonnay,17,934,395,27.5,167,6,17.7,3,0,3,4,2,5
712,White Wine,Chardonnay,Cream Dishes/Sauces,Chardonnay,18,651,539,33.2,65,5,20.4,3,0,3,4,2,5
713,White Wine,"Burgundy, White",Cream Dishes/Sauces,Chardonnay,18,651,539,33.2,65,5,20.4,3,0,3,4,2,5
714,White Wine,Chardonnay,Crudité,Chardonnay,20,,,,,,,3,0,3,4,2,5
715,White Wine,Chardonnay,Curry Dishes,Chardonnay,21,980,328,23.4,106,2,17.9,3,0,3,4,2,5
716,White Wine,Chardonnay,Curry Dishes with Coconut,Chardonnay,26,651,539,33.2,65,5,20.4,3,0,3,4,2,5
717,White Wine,Chardonnay,Dill,Chardonnay,29,928,167,7.7,23,2,4.5,3,0,3,4,2,5
718,Sparkling Wine,"Champagne, Blanc de blancs ",Eggs and Egg Based Dishes,Chardonnay,35,340,253,14,24,8,0.9,3,0,3,4,2,5
719,White Wine,"Chardonnay, Unoaked",Eggs and Egg Based Dishes,Chardonnay,35,340,253,14,24,8,0.9,3,0,3,4,2,5
720,White Wine,Chardonnay,Eggs and Egg Based Dishes,Chardonnay,35,340,253,14,24,8,0.9,3,0,3,4,2,5
721,White Wine,"Burgundy, White",Eggs and Egg Based Dishes,Chardonnay,35,340,253,14,24,8,0.9,3,0,3,4,2,5
722,White Wine,"Burgundy, White",Omelette with Lobster,Chardonnay,37,2092,600,30.1,70,3,30.8,3,0,3,4,2,5
723,White Wine,"Chardonnay, Unoaked",Omelette with Lobster,Chardonnay,37,2092,600,30.1,70,3,30.8,3,0,3,4,2,5
724,White Wine,Chablis,Ethiopian Cuisine,Chardonnay,38,388,238,16.3,0,9,3.4,3,0,3,4,2,5
725,White Wine,Chardonnay,Fennel,Chardonnay,39,1400,448,21.3,82,5,29.7,3,0,3,4,2,5
726,White Wine,Chablis,Fish,Chardonnay,40,981,678,45.8,179,7,61.3,3,0,3,4,2,5
727,White Wine,"Burgundy, White",Fish,Chardonnay,40,981,678,45.8,179,7,61.3,3,0,3,4,2,5
728,White Wine,Chardonnay,Fish,Chardonnay,40,981,678,45.8,179,7,61.3,3,0,3,4,2,5
729,Sparkling Wine,"Champagne, Blanc de blancs ",Fruit Desserts,Chardonnay,45,388,238,16.3,0,9,3.4,3,0,3,4,2,5
730,White Wine,Chardonnay,Ginger,Chardonnay,51,303,211,8.7,51,8,2.4,3,0,3,4,2,5
731,Sparkling Wine,"Champagne, Blanc de blancs ",Gravlax,Chardonnay,53,842,331,17.5,49,34,11.5,3,0,3,4,2,5
732,White Wine,Chardonnay,Gravlax,Chardonnay,53,842,331,17.5,49,34,11.5,3,0,3,4,2,5
733,White Wine,Chardonnay,Grilled Dishes,Chardonnay,54,980,328,23.4,106,2,17.9,3,0,3,4,2,5
734,White Wine,"Chardonnay, Unoaked",Guacamole,Chardonnay,55,596,262,22.2,0,18,3.7,3,0,3,4,2,5
735,White Wine,"Burgundy, White",Halibut,Chardonnay,58,149,613,45.6,164,1,40.9,3,0,3,4,2,5
736,White Wine,Chablis,Halibut,Chardonnay,58,149,613,45.6,164,1,40.9,3,0,3,4,2,5
737,White Wine,"Chardonnay, Unoaked",Halibut,Chardonnay,58,149,613,45.6,164,1,40.9,3,0,3,4,2,5
738,White Wine,"Chardonnay, Unoaked",Ham,Chardonnay,59,394,195,10.5,30,5,6.1,3,0,3,4,2,5
739,White Wine,Chardonnay,Ham,Chardonnay,59,394,195,10.5,30,5,6.1,3,0,3,4,2,5
740,White Wine,Chablis,Ham,Chardonnay,59,394,195,10.5,30,5,6.1,3,0,3,4,2,5
741,White Wine,Chardonnay,Indian Cuisine,Chardonnay,66,1370,427,24.3,95,7,38.1,3,0,3,4,2,5
742,White Wine,Chablis,Indian Cuisine,Chardonnay,66,1370,427,24.3,95,7,38.1,3,0,3,4,2,5
743,White Wine,"Chardonnay, Unoaked",Macaroni and Cheese,Chardonnay,78,1279,746,56.1,70,4,22.1,3,0,3,4,2,5
744,White Wine,"Burgundy, White",Macaroni and Cheese,Chardonnay,78,1279,746,56.1,70,4,22.1,3,0,3,4,2,5
745,White Wine,Chardonnay,Mango,Chardonnay,80,397,158,12,0,8,1.9,3,0,3,4,2,5
746,White Wine,Chardonnay,Monkfish,Chardonnay,84,693,418,34.2,28,11,20,3,0,3,4,2,5
747,White Wine,"Burgundy, White",Monkfish,Chardonnay,84,693,418,34.2,28,11,20,3,0,3,4,2,5
748,White Wine,Chardonnay,Morel Mushrooms,Chardonnay,86,753,663,67.4,225,1,5.5,3,0,3,4,2,5
749,White Wine,Chardonnay,Wild Mushrooms,Chardonnay,87,1923,389,30.4,32,1,4.5,3,0,3,4,2,5
750,White Wine,"Chardonnay, Unoaked",Mustard,Chardonnay,88,654,426,31.6,21,1,8,3,0,3,4,2,5
751,White Wine,Chablis,Mustard,Chardonnay,88,654,426,31.6,21,1,8,3,0,3,4,2,5
752,White Wine,Chardonnay,Nuts,Chardonnay,90,150,328,27.2,0,22,3.8,3,0,3,4,2,5
753,White Wine,Chardonnay,Nutty Desserts,Chardonnay,91,60,387,30.5,216,7,6.6,3,0,3,4,2,5
754,White Wine,Chardonnay,Pasta Alfredo,Chardonnay,97,949,571,29.4,72,5,29.7,3,0,3,4,2,5
755,White Wine,"Burgundy, White",Pâté,Chardonnay,100,1525,274,27.8,0,8,2,3,0,3,4,2,5
756,White Wine,"Burgundy, White",Pâté,Chardonnay,0,1525,274,27.8,0,8,2,3,0,3,4,2,5
757,White Wine,Chardonnay,Pears,Chardonnay,2,654,426,31.6,21,1,8,3,0,3,4,2,5
758,White Wine,Chardonnay,Peas,Chardonnay,3,1187,374,14.4,40,37,25.1,3,0,3,4,2,5
759,White Wine,"Burgundy, White",Peas,Chardonnay,3,1187,374,14.4,40,37,25.1,3,0,3,4,2,5
760,White Wine,"Chardonnay, Unoaked",Pesto,Chardonnay,8,59,91,9,3,1,2.3,3,0,3,4,2,5
761,White Wine,"Burgundy, White",Pesto,Chardonnay,8,59,91,9,3,1,2.3,3,0,3,4,2,5
762,White Wine,Chablis,Pesto,Chardonnay,8,59,91,9,3,1,2.3,3,0,3,4,2,5
763,White Wine,Chardonnay,Pheasant,Chardonnay,9,781,310,18.4,101,1,32.7,3,0,3,4,2,5
764,White Wine,Chardonnay,Polenta with Cheese and Mushrooms,Chardonnay,11,843,462,19.5,77,6,23.2,3,0,3,4,2,5
765,White Wine,Chardonnay,Popcorn,Chardonnay,12,340,253,14,24,8,0.9,3,0,3,4,2,5
766,White Wine,Chardonnay,Pork,Chardonnay,13,855,296,17.9,144,1,20.9,3,0,3,4,2,5
767,White Wine,Chardonnay,Pork With Fruit or Fruit Sauce,Chardonnay,14,654,426,31.6,21,1,8,3,0,3,4,2,5
768,White Wine,Chardonnay,Pork Roasted,Chardonnay,16,684,335,19.7,110,4,36.5,3,0,3,4,2,5
769,White Wine,"Chardonnay, Unoaked",Prosciutto,Chardonnay,17,1210,292,24.6,71,7,14.8,3,0,3,4,2,5
770,White Wine,Chardonnay,Pumpkin,Chardonnay,18,305,263,10.3,31,6,3.1,3,0,3,4,2,5
771,White Wine,Chardonnay,Quail,Chardonnay,19,133,150,8.5,76,2,2.4,3,0,3,4,2,5
772,White Wine,"Burgundy, White",Mushroom Risotto,Chardonnay,26,1131,431,16.6,29,6,11.3,3,0,3,4,2,5
773,White Wine,"Chardonnay, Unoaked",Salad,Chardonnay,27,654,426,31.6,21,1,8,3,0,3,4,2,5
774,White Wine,Chardonnay,Chicken Salad,Chardonnay,28,188,229,14,44,3,15.1,3,0,3,4,2,5
775,White Wine,Chardonnay,Hollandaise Sauce,Chardonnay,30,119,163,17.5,143,6,1.5,3,0,3,4,2,5
776,White Wine,"Burgundy, White",Scallops,Chardonnay,34,755,318,12.9,164,3,34.9,3,0,3,4,2,5
777,White Wine,Chardonnay,Scallops,Chardonnay,34,755,318,12.9,164,3,34.9,3,0,3,4,2,5
778,White Wine,Chablis,Scallops,Chardonnay,34,755,318,12.9,164,3,34.9,3,0,3,4,2,5
779,White Wine,Pouilly Fuissé,Scallops,Chardonnay,34,755,318,12.9,164,3,34.9,3,0,3,4,2,5
780,White Wine,"Burgundy, White",Scallops in a Cream Sauce,Chardonnay,35,740,693,56.3,166,6,32,3,0,3,4,2,5
781,White Wine,Chardonnay,Scallops in a Cream Sauce,Chardonnay,35,740,693,56.3,166,6,32,3,0,3,4,2,5
782,White Wine,Chardonnay,Grilled Scallops,Chardonnay,36,1720,1029,68,234,8,50.2,3,0,3,4,2,5
783,White Wine,Chardonnay,Scallops Sautéed,Chardonnay,37,45,143,5.9,15,3,0.4,3,0,3,4,2,5
784,White Wine,"Burgundy, White",Scallops Sautéed,Chardonnay,37,45,143,5.9,15,3,0.4,3,0,3,4,2,5
785,White Wine,Chardonnay,Sea Bass,Chardonnay,38,1131,561,18.5,94,6,46.9,3,0,3,4,2,5
786,White Wine,Chablis,Sea Bass,Chardonnay,38,1131,561,18.5,94,6,46.9,3,0,3,4,2,5
787,White Wine,"Burgundy, White",Sea Bass,Chardonnay,38,1131,561,18.5,94,6,46.9,3,0,3,4,2,5
788,White Wine,Chardonnay,Sea Bass Baked,Chardonnay,39,249,319,15.5,60,1,4.9,3,0,3,4,2,5
789,White Wine,"Chardonnay, Unoaked",Sea Bass Baked,Chardonnay,39,249,319,15.5,60,1,4.9,3,0,3,4,2,5
790,White Wine,Chablis Grand Cru,Sea Bass Baked,Chardonnay,39,249,319,15.5,60,1,4.9,3,0,3,4,2,5
791,White Wine,"Burgundy, White",Sea Bass Baked,Chardonnay,39,249,319,15.5,60,1,4.9,3,0,3,4,2,5
792,White Wine,"Chardonnay, Unoaked",Sea Bass Roasted,Chardonnay,40,,,,,,,3,0,3,4,2,5
793,White Wine,Chablis Grand Cru,Sea Bass Roasted,Chardonnay,40,,,,,,,3,0,3,4,2,5
794,White Wine,"Burgundy, White",Sea Bass Roasted,Chardonnay,40,,,,,,,3,0,3,4,2,5
795,White Wine,Chablis,Sea Bass Roasted,Chardonnay,40,,,,,,,3,0,3,4,2,5
796,White Wine,Chardonnay,Seafood,Chardonnay,41,1635,618,43.7,270,2,38.6,3,0,3,4,2,5
797,White Wine,Chardonnay,Seafood in a Cream Sauce,Chardonnay,42,394,195,10.5,30,5,6.1,3,0,3,4,2,5
798,White Wine,Chardonnay,Shark,Chardonnay,43,365,248,17.7,53,7,18.8,3,0,3,4,2,5
799,White Wine,"Burgundy, White",Shark,Chardonnay,43,365,248,17.7,53,7,18.8,3,0,3,4,2,5
800,White Wine,Chablis,Shrimp,Chardonnay,44,1635,618,43.7,270,2,38.6,3,0,3,4,2,5
801,White Wine,Chardonnay,Shrimp,Chardonnay,44,1635,618,43.7,270,2,38.6,3,0,3,4,2,5
802,White Wine,Chardonnay,Grilled Shrimp,Chardonnay,45,800,447,37.5,230,7,25.3,3,0,3,4,2,5
803,Sparkling Wine,"Champagne, Blanc de blancs ",Salmon Smoked,Chardonnay,46,312,120,10.8,37,1,5,3,0,3,4,2,5
804,White Wine,Chardonnay,Salmon Smoked,Chardonnay,46,312,120,10.8,37,1,5,3,0,3,4,2,5
805,White Wine,Chablis Premier Cru,Salmon Smoked,Chardonnay,46,312,120,10.8,37,1,5,3,0,3,4,2,5
806,White Wine,Chardonnay,Trout Smoked,Chardonnay,47,,,,,,,3,0,3,4,2,5
807,White Wine,Chardonnay,Sole Sautéed,Chardonnay,48,45,143,5.9,15,3,0.4,3,0,3,4,2,5
808,White Wine,Chardonnay,Sole with a Cream Sauce,Chardonnay,49,60,387,30.5,216,7,6.6,3,0,3,4,2,5
809,White Wine,"Burgundy, White",Sole,Chardonnay,50,831,474,32,127,6,41.3,3,0,3,4,2,5
810,White Wine,Chablis,Sole,Chardonnay,50,831,474,32,127,6,41.3,3,0,3,4,2,5
811,White Wine,"Chardonnay, Unoaked",Sole,Chardonnay,50,831,474,32,127,6,41.3,3,0,3,4,2,5
812,White Wine,Chardonnay,Sole,Chardonnay,50,831,474,32,127,6,41.3,3,0,3,4,2,5
813,White Wine,"Burgundy, White",Dover Sole,Chardonnay,51,831,474,32,127,6,41.3,3,0,3,4,2,5
814,White Wine,Chardonnay,Dover Sole,Chardonnay,51,831,474,32,127,6,41.3,3,0,3,4,2,5
815,White Wine,Chablis,Dover Sole,Chardonnay,51,831,474,32,127,6,41.3,3,0,3,4,2,5
816,White Wine,Chardonnay,Bouillabaisse,Chardonnay,52,641,371,13.7,92,1,37.7,3,0,3,4,2,5
817,White Wine,"Burgundy, White",Bouillabaisse,Chardonnay,52,641,371,13.7,92,1,37.7,3,0,3,4,2,5
818,White Wine,Chardonnay,New England Clam Chowder,Chardonnay,53,763,526,30.8,98,2,16.3,3,0,3,4,2,5
819,White Wine,"Burgundy, White",New England Clam Chowder,Chardonnay,53,763,526,30.8,98,2,16.3,3,0,3,4,2,5
820,White Wine,Chablis,New England Clam Chowder,Chardonnay,53,763,526,30.8,98,2,16.3,3,0,3,4,2,5
821,White Wine,Chardonnay,Crab Bisque,Chardonnay,54,278,387,30.1,131,3,14.8,3,0,3,4,2,5
822,White Wine,Chablis,Soy Sauce,Chardonnay,56,387,135,11.9,31,4,4.2,3,0,3,4,2,5
823,White Wine,"Chardonnay, Unoaked",Soy Sauce,Chardonnay,56,387,135,11.9,31,4,4.2,3,0,3,4,2,5
824,White Wine,"Chardonnay, Unoaked",Spinach,Chardonnay,58,58,338,23.5,4,4,4.9,3,0,3,4,2,5
825,White Wine,"Burgundy, White",Striped Bass,Chardonnay,69,600,399,19,47,6,25.6,3,0,3,4,2,5
826,White Wine,Chardonnay,Striped Bass,Chardonnay,69,600,399,19,47,6,25.6,3,0,3,4,2,5
827,White Wine,Chablis,Sushi,Chardonnay,70,296,181,0.2,0,7,2.9,3,0,3,4,2,5
828,White Wine,"Burgundy, White",Sushi,Chardonnay,70,296,181,0.2,0,7,2.9,3,0,3,4,2,5
829,White Wine,"Chardonnay, Unoaked",Sushi,Chardonnay,70,296,181,0.2,0,7,2.9,3,0,3,4,2,5
830,White Wine,"Burgundy, White",Sweetbreads,Chardonnay,71,1363,1063,30,109,8,15.2,3,0,3,4,2,5
831,White Wine,Chardonnay,Sweetbreads,Chardonnay,71,1363,1063,30,109,8,15.2,3,0,3,4,2,5
832,White Wine,"Burgundy, White",Swordfish,Chardonnay,72,708,258,12.3,52,6,27.6,3,0,3,4,2,5
833,White Wine,Chardonnay,Swordfish,Chardonnay,72,708,258,12.3,52,6,27.6,3,0,3,4,2,5
834,White Wine,Chardonnay,Swordfish Baked,Chardonnay,73,651,539,33.2,65,5,20.4,3,0,3,4,2,5
835,White Wine,"Burgundy, White",Swordfish Baked,Chardonnay,73,651,539,33.2,65,5,20.4,3,0,3,4,2,5
836,White Wine,Chardonnay,Swordfish Broiled,Chardonnay,74,3336,618,35.9,114,5,29.7,3,0,3,4,2,5
837,White Wine,"Burgundy, White",Swordfish Broiled,Chardonnay,74,3336,618,35.9,114,5,29.7,3,0,3,4,2,5
838,White Wine,Chardonnay,Grilled Swordfish,Chardonnay,75,1720,1029,68,234,8,50.2,3,0,3,4,2,5
839,Sparkling Wine,"Champagne, Blanc de blancs ",Tapenade,Chardonnay,76,361,327,24,41,4,5.2,3,0,3,4,2,5
840,White Wine,Chardonnay,Thyme,Chardonnay,77,,,,,,,3,0,3,4,2,5
841,White Wine,"Chardonnay, Unoaked",Tuna,Chardonnay,83,1233,458,24.7,77,3,42.1,3,0,3,4,2,5
842,White Wine,"Burgundy, White",Tuna,Chardonnay,83,1233,458,24.7,77,3,42.1,3,0,3,4,2,5
843,White Wine,Chardonnay,Grilled Turbot,Chardonnay,85,800,447,37.5,230,7,25.3,3,0,3,4,2,5
844,White Wine,Chardonnay,Turkey,Chardonnay,86,651,539,33.2,65,5,20.4,3,0,3,4,2,5
845,White Wine,"Burgundy, White",Turkey,Chardonnay,86,651,539,33.2,65,5,20.4,3,0,3,4,2,5
846,White Wine,Chardonnay,Turkey Roasted,Chardonnay,87,1734,351,5.9,120,9,40.1,3,0,3,4,2,5
847,White Wine,"Burgundy, White",Turkey Roasted,Chardonnay,87,1734,351,5.9,120,9,40.1,3,0,3,4,2,5
848,White Wine,"Burgundy, White",Veal,Chardonnay,88,333,613,53.2,149,6,26.6,3,0,3,4,2,5
849,White Wine,Chardonnay,Veal,Chardonnay,88,333,613,53.2,149,6,26.6,3,0,3,4,2,5
850,White Wine,Chardonnay,Veal With Cream Sauce,Chardonnay,89,980,328,23.4,106,2,17.9,3,0,3,4,2,5
851,White Wine,"Burgundy, White",Veal With Cream Sauce,Chardonnay,89,980,328,23.4,106,2,17.9,3,0,3,4,2,5
852,White Wine,"Chardonnay, Unoaked",Vegetarian Dishes,Chardonnay,90,980,328,23.4,106,2,17.9,3,0,3,4,2,5
853,White Wine,Chardonnay,Vegetarian Dishes Grilled,Chardonnay,91,651,539,33.2,65,5,20.4,3,0,3,4,2,5
854,White Wine,"Chardonnay, Unoaked",Vietnamese Cuisine,Chardonnay,92,388,238,16.3,0,9,3.4,3,0,3,4,2,5
855,White Wine,Chardonnay,Chinese Food Takeout/Buffet,Chardonnay,96,651,539,33.2,65,5,20.4,3,0,3,4,2,5
856,White Wine,Chardonnay,Calamari,Chardonnay,12,254,642,66.7,112,2,8,3,0,3,4,2,5
857,White Wine,"Burgundy, White",Charcuterie,Chardonnay,13,,,,,,,3,0,3,4,2,5
858,White Wine,Chardonnay,BLT,Chardonnay,16,809,306,15.9,36,5,12.3,3,0,3,4,2,5
859,White Wine,Chardonnay,Grilled Vegetable Sandwich,Chardonnay,17,1918,714,29.4,46,8,35.1,3,0,3,4,2,5
860,White Wine,"Chardonnay, Unoaked",Grilled Vegetable Sandwich,Chardonnay,17,1918,714,29.4,46,8,35.1,3,0,3,4,2,5
861,White Wine,Chardonnay,Sole with Lemon Butter Sauce,Chardonnay,19,682,915,74,294,5,38.8,3,0,3,4,2,5
862,White Wine,"Chardonnay, Unoaked",Salmon Burgers,Chardonnay,23,484,268,10.9,92,9,27.8,3,0,3,4,2,5
863,White Wine,Chardonnay,Pumpkin Pie,Chardonnay,25,325,287,11.7,37,41,5.8,3,0,3,4,2,5
864,White Wine,Chardonnay,Lemon Stuffed Chicken,Chardonnay,29,1049,642,44.7,184,19,40.4,3,0,3,4,2,5
865,White Wine,Chardonnay,Pork Tenderloin,Chardonnay,30,1454,367,6.7,123,7,40.7,3,0,3,4,2,5
866,White Wine,Chardonnay,Saffron,Chardonnay,32,418,154,4.1,10,1,2.5,3,0,3,4,2,5
867,White Wine,Chardonnay,Vegetarian Stir Fry,Chardonnay,39,903,119,9.3,0,8,2.2,3,0,3,4,2,5
868,White Wine,Chardonnay,Perogies,Chardonnay,40,351,281,11,50,6,8,3,0,3,4,2,5
869,White Wine,Chardonnay,Grilled Cheese Sandwich,Chardonnay,41,639,400,28.3,76,7,11.1,3,0,3,4,2,5
870,White Wine,Chablis,Almond,Chardonnay,43,149,613,45.6,164,1,40.9,3,0,3,4,2,5
871,White Wine,Chardonnay,Seafood Macaroni and Cheese,Chardonnay,46,450,401,23.3,70,1,18.5,3,0,3,4,2,5
872,White Wine,Chardonnay,Pasta with Cheese Sauce,Chardonnay,60,87,67,6.6,1,8,1.5,3,0,3,4,2,5
873,White Wine,"Chardonnay, Unoaked",Fried Chicken,Chardonnay,65,108,623,41.3,115,9,38.9,3,0,3,4,2,5
